,titulos,empresa,todas_salario,todos_local,url,job_description,paragrafos,Cidade,Estado
138,Analista de Dados Python,EMPREGARA,,São Paulo - SP (1),https://www.catho.com.br/vagas/analista-de-dados-python/24120938/?origem_apply=busca-de-vagas&entrada_apply=direto,"Bolsas de estudo Requisitos Tecnologias Necessárias Conhecimentos obrigatórios Python Tecnologias Desejáveis Conhecimentos não obrigatórios Senioridade Tempo de experiência Pleno/Sênior (4-6 anos de experiência) Requisitos e Qualificações:

Desenvolvimento Pyspark com Databricks e Azure; Conhecimento em Banco de Dados, ferramentas de Carga e extração de dados; Experiência em desenvolvimento:

Pyspark e Phyton; Azure; Databricks. Desejável:

Noção de ETL e Control-M. Atividades Requisitos e Qualificações:

Desenvolvimento Pyspark com Databricks e Azure; Conhecimento em Banco de Dados, ferramentas de Carga e extração de dados; Experiência em desenvolvimento:
Pyspark e Phyton; Azure; Databricks.

Desejável:
Noção de ETL e Control-M. Pyspark e Phyton; Azure; Databricks.",Cadastre-se gratuitamente para ver mais informações da empresa.  ,São Paulo , SP 
139,Analista de Dados Sênior,EMPREGARA,,São Paulo - SP (1),https://www.catho.com.br/vagas/analista-de-dados-senior/24113274/?origem_apply=busca-de-vagas&entrada_apply=direto,"SOMOS DEXCOUma empresa multinegócios e detentora das marcas Deca, Portinari,
Hydra, Duratex, Castelatto, Ceusa eDurafloor, a Dexco é a maior empresa produtora
de painéis de madeira industrializada do Brasil, referência na produção de louças
e metais sanitários no hemisfério Sul e uma das maiores fabricantes de
revestimentos do país. Com mais de 70 anos dehistória, e mais de 13 mil
colaboradores, a empresa tem sede em São Paulo econta com 23 unidades industriais
e florestais no Brasil e na Colômbia. Sob a promessa de marca  Viver Ambientes 
a Dexco vive um novo momento e concretiza o propósito de oferecer Soluções para
Melhor Viver, com perfil centrado no consumidor e busca por facilitar a jornada de
construção e reforma, alinhada à sua preocupação com o ESG.
Em 2021 criou o DX Ventures, fundo de Corporate Venture Capital, para investir em
startups e scale-ups que consigam endereçar essas questões. Faz parte ainda de uma
joint venture  LD Celulose  para a fabricação de celulose solúvel. Nosso
Propósito é oferecer ""Soluções para Melhor Viver"" e, para isso, buscamos pessoas
criativas, abertas ao novo, que saibam trabalhar de forma colaborativa, alinhadas
com o nosso propósito e dispostas a trilhar uma jornada de transformação cultural.
Por isso, estamos sempre em busca de novos talentos que queiram dividir esse
desafio conosco. Alinhado a nossa cultura, temos como objetivo tornar a Dexco um
lugar mais inclusivo, onde os colaboradores possam ser quem realmente são e sejam
valorizados pelas suas diferenças. Buscamos talentos com diferentes
características e que queiram estar conosco nessa jornada de transformação!

Saiba mais em:

https://www.dex.co/ /nEducação e Carreira:Ensino superior completo na área de tecnologia ou similares;Experiência na área de Dados e/ou Analytics; Hard Skills necessárias:SQL avançado;Python/PySpark;Pacote Office avançado;Experiência com preparação e modelagem de dados; Desejáveis:Experiências prévias com Data Science;Experiências prévias com Databricks;Certificados:
ferramentas, dados e BI;Conhecimentos em dataviz;/n Entender as necessidades do
negócio e propor soluções ágeis baseadas em dados;Preparação, tratamento e
modelagem de dados (Databricks, SQL, Python/PySpark...);Participação efetiva no
desenho e acompanhamento dos pipelines de dados;Interface com o time de
Analytics;Disseminação de boas práticas; Visão de processos estruturantes e
duradouros;Assertividade em prazos;Pensamento crítico e sistêmico; ferramentas, dados e BI;Conhecimentos em dataviz;/n Entender as necessidades do negócio e propor soluções ágeis baseadas em dados;Preparação, tratamento e modelagem de dados (Databricks, SQL, Python/PySpark...);Participação efetiva no desenho e acompanhamento dos pipelines de dados;Interface com o time de Analytics;Disseminação de boas práticas; Visão de processos estruturantes e duradouros;Assertividade em prazos;Pensamento crítico e sistêmico;",Cadastre-se gratuitamente para ver mais informações da empresa.  ,São Paulo , SP 
140,Analista de Dados Jr,ESTRATEGIA EDUCACIONAL,,São Paulo - SP (1),https://www.catho.com.br/vagas/analista-de-dados-jr/24122221/?origem_apply=busca-de-vagas&entrada_apply=direto,"A Estratégia Educacional é a holding de educação da Estratégia Concursos,
Estratégia OAB, Estratégia Carreiras Jurídicas, Estratégia Vestibulares e
Estratégia Militares. Somos uma edtech que está trabalhando para criar os melhores
produtos e melhores experiências de educação do Brasil.",Cadastre-se gratuitamente para ver mais informações da empresa.  ,São Paulo , SP 
141,Analista de Dados e Processos,EMPREGARA,,Uberlândia - MG (1),https://www.catho.com.br/vagas/analista-de-dados-e-processos/24120699/?origem_apply=busca-de-vagas&entrada_apply=direto,"DESCRIÇÃO DA VAGAReconhecimento por sua infraestrutura de qualidade e excelência em serviços, o Grupo Décio se concentra na distribuição e comercialização de energia e combustível na região central do Brasil. RESPONSABILIDADES E ATRIBUIÇÕESSerá responsável por:Relatórios Mensais;Relatórios de fechamento e administrativos;Construção de POP's;Análise e implantação de KPI's ;Análise de KPI's financeiro;Analise de emissões de NF.REQUISITOS E QUALIFICAÇÕESRequisitos:Pacote Officer -Avançado;Conhecimento da área administrativa;Superior em andamento ou concluído;Power BI - Diferencial;Veículo próprio - Diferencial;Disponibilidade para viagens esporádicasINFORMAÇÕES ADICIONAISForma de contratação:

CLTSalário:

R$5.000,00 a R$6.000,00Benefícios:

VA:
R$21,78 (dia)
R$170,00 de VR
convênio médico e odonto
Seguro de Vida
Gympass
Seguro de vida e convênio com Tangará,CONHEÇA A HUMMANOSSomos HUMMANOS, uma
empresa que atua em Consultoria de Recursos Humanos, Coaching, Formações e Cursos
em todos os subsistemas de RH.
Nossa empresa tem sede em Uberlândia - MG e atuamos em várias regiões do país, com
clientes de todos os segmentos e tamanhos. Um dos nossos principais objetivos é de
Recrutar e Selecionar profissionais talentosos para nossos clientes e, assim,
possibilitar o crescimento mútuo. ; ;",Cadastre-se gratuitamente para ver mais informações da empresa.  ,Uberlândia , MG 
142,Analista de Dados (BI),EMPREGARA,,Porto Alegre - RS (1),https://www.catho.com.br/vagas/analista-de-dados-bi/24119180/?origem_apply=busca-de-vagas&entrada_apply=direto,"A Central de Consultas - Clínica Acessível está em busca de um profissional
qualificado para a posição de Analista de Dados (BI) para integrar ao time.
Estamos procurando alguém com experiência em dados financeiros e expertise
avançada na ferramenta Power BI.Como Analista de Business Intelligence, você será
responsável por coletar, analisar e interpretar dados para fornecer insights
valiosos para a organização. Seu principal objetivo será coletar, consolidar e
analisar dados de diferentes fontes, criando relatórios e painéis interativos no
Power BI.No dia a dia, você será responsável por gerar relatórios regulares,
dashboards e apresentações para a equipe executiva e departamentos relevantes.
Seu foco será em KPIs financeiros e indicadores de desempenho, auxiliando na
tomada de decisões estratégicas. É essencial que você esteja sempre atualizado
sobre as tendências e melhores práticas em Business Intelligence. Buscamos alguém
que esteja constantemente aprimorando suas habilidades técnicas e conhecimentos.
Como Analista de Dados, você também será responsável por fornecer suporte técnico
e treinamento aos usuários do Power BI. Garantir a adoção eficaz da ferramenta em
toda a organização é fundamental para o sucesso do nosso departamento de Business
Intelligence. Além disso, será sua responsabilidade identificar tendências,
padrões e oportunidades de melhoria com base na análise de dados.
Buscamos um profissional proativo e analítico, capaz de transformar informações em
insights estratégicos para impulsionar os resultados da empresa. Para se destacar
nessa posição, é necessário ter sólidos conhecimentos em análise de dados, domínio
avançado da ferramenta Power BI e boa habilidade de comunicação para transmitir os
insights encontrados. Se você possui experiência prévia na área de Business
Intelligence e é apaixonado por dados e análise, gostaríamos de receber sua
candidatura.
Oferecemos um ambiente de trabalho colaborativo onde você terá a oportunidade de
desenvolver suas habilidades e crescer profissionalmente. Faça sua candidatura
para a vaga de Analista de Dados (BI) na Central de Consultas - Clínica Acessível.
Estamos ansiosos para receber seu perfil!

Local de trabalho:

Porto Alegre, RSRegime de contratação de tipo:

Efetivo  CLTJornada:

Período IntegralÁrea e especialização profissional:

Informática, TI, Telecomunicações - Processamento de DadosNível hierárquico:

AnalistaVALORIZADOTempo de experiência:
Entre 3 e 5 anosHABILIDADESEstamos buscando um profissional para uma posição de
Analista de Business Intelligence, com foco em dados de financeiro e domínio
avançado da ferramenta Power BI. Como Analista de BI, você será responsável por
coletar, analisar e interpretar os para forneManter-se atualizado sobre as
tendências e melhores práticas em Business Intelligence, buscando constantemente
aprimorar suas habilidades técnicas e conhecimento dos setores. Fornecer suporte
técnico e treinamento aos usuários do Power BI, garantindo a adoção eficaz da
ferramenta em toda a organização.
Identificar tendências, padrões e oportunidades de melhoria com base na análise de
dados. Coletar, consolidar e analisar dados de diferentes fontes para criar
relatórios e painéis interativos no Power BI.Gerar relatórios regulares,
dashboards e apresentações para a equipe executiva e departamentos relevantes, com
foco em KPIs financeiros e indicadores de desempenho. Entre 3 e 5 anosHABILIDADESEstamos buscando um profissional para uma posição de Analista de Business Intelligence, com foco em dados de financeiro e domínio avançado da ferramenta Power BI. Como Analista de BI, você será responsável por coletar, analisar e interpretar os para forneManter-se atualizado sobre as tendências e melhores práticas em Business Intelligence, buscando constantemente aprimorar suas habilidades técnicas e conhecimento dos setores. Fornecer suporte técnico e treinamento aos usuários do Power BI, garantindo a adoção eficaz da ferramenta em toda a organização.
Identificar tendências, padrões e oportunidades de melhoria com base na análise de dados. Coletar, consolidar e analisar dados de diferentes fontes para criar relatórios e painéis interativos no Power BI.Gerar relatórios regulares, dashboards e apresentações para a equipe executiva e departamentos relevantes, com foco em KPIs financeiros e indicadores de desempenho.",Cadastre-se gratuitamente para ver mais informações da empresa.  ,Porto Alegre , RS 
143,Analista de Dados Sênior,EMPREGARA,,Curitiba - PR (1),https://www.catho.com.br/vagas/analista-de-dados-senior/24117752/?origem_apply=busca-de-vagas&entrada_apply=direto,"Sobre nós Somos a maior operadora de logística ferroviária do Brasil, cruzamos
opaís de Norte a Sul, através de nossos quase 14 mil km de linhas,
distânciaequivalente a uma viagem de São Paulo até a Austrália. Nós somos a
empresa de soluções logísticas do grupo Cosan, com o propósito de movimentaro
Brasil e alimentar o mundo, muito além da ferrovia e você pode fazer partedesse
movimento junto dos nossos +8000 colaboradores apaixonados(as)! Nossa Cultura
Criadas a partir das nossas iniciais, são direcionadorescomportamentais que
definem a forma que nos relacionamos com os demais.
R | Resolvendo com eficiência U | Unidos com segurança M | Mirando longe O |
Orientados pelas pessoas Aqui o #RespeitoImporta! Acreditamos que as oportunidades
de trabalhoe de crescimento precisam ser iguais para todas as pessoas, e sabemos
que umtime diverso e plural é o caminho para seguir inovando e evoluindo! Por
isso, nossasvagas estão disponíveis à todas as pessoas, independentemente da sua
identidadeou expressão de gênero, orientação sexual, religião, etnia ou raça,
idade,neurodiversidade, status de deficiência, cidadania ou qualquer outro
aspectoque o torne único.

Suas futuras atividades e responsabilidades Atuação na jornada de aplicação efetiva de inteligência de dados, para geração de valor na operação e manutenção ferroviária e de terminais, sendo protagonista nas entregas de analytics e na construção de estratégia data-driven; Construção de ETLs; Criar, revisar e atualizar KPIs, métricas e conceitos de produto; Promover análise preditiva; Desenvolver, sustentar e melhorar dashboards/relatórios/processos internos; Automatizar processos e aumentar a eficiência operacional; Simplificar e modelar tarefas e fluxos de negócio; Desenvolver estrutura de teste A / B da empresa e a qualidade do modelo de teste; Trabalhar com diferentes equipes funcionais para implementar modelos e monitorar resultados; Desenvolver processos e ferramentas para monitorar e analisar o desempenho do modelo e a precisão dos dados; Dar suporte e manutenção às ferramentas desenvolvidas; Prover análises e informações para auxiliar a tomada de decisão; Identificar novas oportunidades de ganhos de eficiência através da análise de dados e algoritmos de predição; Realizar a análise dos dados disponíveis identificando padrões e tendências. O que você precisa ter ou saber:

Ensino Superior Completo em Estatística, Ciência de Dados, Engenharia, Matemática e áreas correlatas; Conhecimento de estatística para aplicação na análise e tratamento de dados de elasticidade, correlação e projeção de dados; Entendimento do processo de coleta, processamento, exploração e resultados a partir de grande quantidade de dados; Proficiência em PowerBI; Conhecimento intermediário em engenharia e ciência de dados; Técnicas e habilidades de apresentação; Conhecimento em linguagens estatísticas de computadores (Python e SQL) para manipular dados e desenhar informações de grandes conjuntos de dados; Inglês Intermediário. Se tiver essas qualificações será ainda melhor:

Será considerado diferencial experiência em ferrovias e ter trabalhado com produtos digitais Modelode Trabalho Regime de trabalho:

Híbrido Modelo de contratação:

CLT Local de trabalho:

Curitiba/PR ou São Paulo/SP Horário de trabalho:

Administrativo Exigências de viagem:
Frequente Pacote de Benefícios Vale Alimentação Vale Refeição Vale Transporte
Programa de Participação nos Resultados (PPR) Bônus de Segurança Ferroviária
Previdência Privada Cooperativa de Crédito Empréstimo Consignado Plano de Saúde
Plano Odontológica Instrumentação Cirúrgica Auxílio Farmácia Seguro de Vida
Auxílio Funeral Programa Assistencial da gestação até o pós-parto Licença Parental
Estendida Material Escolar Auxílio Creche Brinquedo de Natal Kit de Natal Programa
de Assistência Psicológica, Jurídica e Financeira Clube de Vantagens e Descontos
Universidade Corporativa Etapas do ProcessoSeletivo Candidatura Análise de
Currículo e Expectativa Salarial Entrevista com o RH Entrevista com Gestor(a)
Exame Médico Entrega de Documentos Contratação Bem-vindo(a) ao time Rumo!

#VemCrescer na Rumo Por aqui sua carreira pode contar comnovos caminhos. Você poderá contar com os seguintes programas:
Trilhas de Carreira - É o nosso programa para profissionais da operação, que
direcionam o caminho a ser percorrido para novos aprendizados e cargos. Carreira
em Movimento - No futuro você poderá se candidatar com prioridade a outras
oportunidades profissionais, aqui mesmo em nossa empresa e em todas outras
empresas do grupo Cosan (Brado, Raízen, Grupo Nós, Shell, Shell Select, OXXO,
Compass Gás & Energia, Comgás, Moove, Mobil) Academia Rumo - Para apoiar o seu
desenvolvimento de carreira, temos diversas capacitações e treinamentos
disponíveis em nossa plataforma.
Além disso, promovemos uma série de programas específicos para os seus atuais e
futuros objetivos profissionais. O seu futuro é aqui, inscreva-se jáclicando no
botão! #VemCrescer na Rumo Nãoencontrou a vaga com a sua cara?
Semproblemas, você ainda pode fazer parte da Rumo! Basta se inscrever no
nossobanco de talentos, clicando aqui. Saiba mais sobre a Rumo nos nossos canais
digitais Site de Carreiras Rumo / Instagram / Linkedin / Facebook / Youtube /
Glassdoor",Cadastre-se gratuitamente para ver mais informações da empresa.  ,Curitiba , PR 
144,Analista de Dados Pleno,EMPREGARA,,Porto Alegre - RS (1),https://www.catho.com.br/vagas/analista-de-dados-pleno/24117913/?origem_apply=busca-de-vagas&entrada_apply=direto,"Habilidades Obrigatórias
Criação de Dashboard/Reports via Power BI
Experiência em modelagem de dados;
Experiência em Gateway PowerBI, SQL, DAX, SSIS e Cloud Exposure (nuvem AWS
preferencial)
Inglês

IntermediárioResponsabilidades:
Extrair dados de datawarehouse/datamart, crie painéis, visualizações e obter
insights.
Desenvolver documentação e apresentação dos materiais e análises.
Interagir com o usuário final para análise de dados, consultas, análise ad hoc e
treinamentos.
Trabalhar com sistemas de origem para obter novos elementos de dados e participar
de sessões de coleta de requisitos.
Realizar extração, transformação, consolidação, cruzamento e carga de diferentes
fontes de dados.

Local de trabalho:

Porto Alegre, RSRegime de contratação de tipo:

CooperadoJornada:

Período IntegralÁrea e especialização profissional:
Informática, TI, Telecomunicações

Processamento de DadosNível hierárquico:

AnalistaVALORIZADOTempo de experiência:
Entre 3 e 5 anosHABILIDADESHabilidades analíticasInglêsAWSCloud
ExposureSSISDAXAnalise de DadosGateway PowerBIModelagem de dadosPower
BIDashboardComunicaçãoSQL Entre 3 e 5 anosHABILIDADESHabilidades analíticasInglêsAWSCloud ExposureSSISDAXAnalise de DadosGateway PowerBIModelagem de dadosPower BIDashboardComunicaçãoSQL",Cadastre-se gratuitamente para ver mais informações da empresa.  ,Porto Alegre , RS 
145,Analista de Dados Sênior,EMPREGARA,,Rio de Janeiro - RJ (1),https://www.catho.com.br/vagas/analista-de-dados-senior/24120786/?origem_apply=busca-de-vagas&entrada_apply=direto,"O que buscamos? Analista de Dados Sênior. Atribuições principais:
Orientar a mineração de dados em fontes primárias e secundária; Estabelecer as
informações relevantes no banco de dados; Validar os resuldados utilizado
ferramentas e técnica estatísticas; Orientar as informações encontradas em
tendências e padrões em conjuntos de dados; Validar as novas oportunidades para
melhoria de processos; Liderar tecnicamente a equipe.

Requisitos:

Experiência em SQL e Python. Diferenciais:

Desejável ter conhecimento em Splunk e DataBricks Localidade da posição:
Remoto. Porque construir sua carreira na Meta?
Oferecemos autonomia, metas claras e um ambiente dinâmico e desafiador, onde os
profissionais têm oportunidade para interagir com diferentes tecnologias,
participar de todos os tipos de projetos, trazer novas ideias e de trabalhar de
qualquer lugar do Brasil e (por que não?) do mundo. Além disso, somos uma das
melhores empresas para se trabalhar no Brasil segundo a Great
Place to Work e uma das 10 empresas que mais cresce no país há 3 anos
consecutivos, segundo o Anuário Informática Hoje. Quais são nossos valores?
Somos pessoas servindo pessoas
Pensamos e agimos como donos
Temos gana por performance
Crescemos e aprendemos juntos
Buscamos excelência e a simplicidade
Temos inovação e criatividade no nosso DNA Todas as pessoas são bem-vindas
independentemente de sua condição, deficiência, etnia, crença religiosa,
orientação sexual, aparência, idade ou afins.
Queremos que você cresça conosco em um ambiente acolhedor e repleto de
oportunidades. Se identificou? Então, #VemSerMeta!",Cadastre-se gratuitamente para ver mais informações da empresa.  ,Rio de Janeiro , RJ 
146,Analista de Dados/BI,EMPREGARA,,Rio de Janeiro - RJ (1),https://www.catho.com.br/vagas/analista-de-dados-bi/24112101/?origem_apply=busca-de-vagas&entrada_apply=direto,"PropósitoQueremos transformar a gestão das pequenas e médias indústrias.
Acreditamos que é possível construir uma sociedade melhor por meio da boa gestão.
A boa gestão viabiliza o crescimento saudável, gera empregos de qualidade e leva o
progresso à sociedade.Compromisso com o sucesso dos clientes
Tudo que fazemos tem como objetivo ajudar nossos clientes a atingir melhores
resultados. Temos orgulho das histórias de sucesso de nossos clientes.Gestão
participativa e orientada a resultados
Todos na equipe conhecem os objetivos, indicadores e metas da Nomus. Organizamos
reuniões mensais com as equipes para acompanhamento de metas, análise de
problemas, debate de ideias e oportunidades de melhoria e definição de planos de
ação.Certificação GPTW como um ótimo lugar para trabalhar
Somos uma empresa com o reconhecimento internacional GPTW (Great Place To Work)
que, a partir da sua metodologia e pesquisa interna com os colaboradores Nomus,
valida nosso compromisso em criar e mantermos um excelente ambiente de trabalho e
boas práticas de gestão de pessoas./n
Qual é o perfil desejado pela Nomus? Estamos buscando uma pessoa:Com graduação
concluída em sistemas de informação, informática, análise de sistemas ou áreas
afins. Que tenha disponibilidade para trabalhar 40 horas por semana, de 2a à 6a
feira, das 08:00 às 17:00.
Com conhecimento avançado na construção de querys no MySQL.Com conhecimento na
construção de dashboards de gestão. Com iniciativa, vontade de aprender e
comprometimento. Aceitamos candidatos de todo o Brasil.
Candidatos com residência no Rio de Janeiro terão regime de trabalho home-office
inicialmente e poderão migrar para o regime de trabalho híbrido no futuro.
Candidatos com residência fora do Rio de Janeiro terão regime de trabalho
home-office de forma permanente. /n
Qual será seu papel na Nomus?Criar, manter e otimizar views SQLs para exportação
de dados do nosso sistema ERP para o dashboard
Fazer a gestão de bases de clientes no Nomus DashboardApoiar clientes da Nomus na
construção de dashboards de gestão",Cadastre-se gratuitamente para ver mais informações da empresa.  ,Rio de Janeiro , RJ 
147,Analista de Dados Pleno,EMPREGARA,,Florianópolis - SC (1),https://www.catho.com.br/vagas/analista-de-dados-pleno/24110203/?origem_apply=busca-de-vagas&entrada_apply=direto,"Esta é uma vaga de um cliente da GeekHunter, candidate-se para ter acesso às
informações completas sobre a empresa. Criação de algoritmos (de finalidades
diversas) para melhoria nos produtos e serviços da empresa
Preparo e realização de testes com dados reais internos da empresaAuxílio na
implementação dos algoritmos desenvolvidosDiscussão com membros da equipe e
eventuais parceiros para compreensão dos algoritmos a serem desenvolvidos Ter
ótima base de matemática e processamento de sinais
Ter experiência com criação de algoritmos pra processamento de dados ou correlatos
Disponibilidade para morar em Florianópolis-SC(opcional) Ter título de Mestre
(mestrado finalizado mesmo que fora da área)(opcional) Ter experiência com
programação Habilidades Obrigatórias Mathematica Habilidades Desejáveis
MATLABKotlinGit A vaga aceita trabalho remoto? Não",Cadastre-se gratuitamente para ver mais informações da empresa.  ,Florianópolis , SC 
148,Analista de Dados Sênior,EMPREGARA,,Indaiatuba - SP (1),https://www.catho.com.br/vagas/analista-de-dados-senior/24109347/?origem_apply=busca-de-vagas&entrada_apply=direto,"O que buscamos? Analista de Dados Sênior. Atribuições principais:
Orientar a mineração de dados em fontes primárias e secundária; Estabelecer as
informações relevantes no banco de dados; Validar os resuldados utilizado
ferramentas e técnica estatísticas; Orientar as informações encontradas em
tendências e padrões em conjuntos de dados; Validar as novas oportunidades para
melhoria de processos; Liderar tecnicamente a equipe.

Requisitos:

Experiência em SQL e Python. Diferenciais:

Desejável ter conhecimento em Splunk e DataBricks Localidade da posição:
Remoto. Porque construir sua carreira na Meta?
Oferecemos autonomia, metas claras e um ambiente dinâmico e desafiador, onde os
profissionais têm oportunidade para interagir com diferentes tecnologias,
participar de todos os tipos de projetos, trazer novas ideias e de trabalhar de
qualquer lugar do Brasil e (por que não?) do mundo. Além disso, somos uma das
melhores empresas para se trabalhar no Brasil segundo a Great
Place to Work e uma das 10 empresas que mais cresce no país há 3 anos
consecutivos, segundo o Anuário Informática Hoje. Quais são nossos valores?
Somos pessoas servindo pessoas
Pensamos e agimos como donos
Temos gana por performance
Crescemos e aprendemos juntos
Buscamos excelência e a simplicidade
Temos inovação e criatividade no nosso DNA Todas as pessoas são bem-vindas
independentemente de sua condição, deficiência, etnia, crença religiosa,
orientação sexual, aparência, idade ou afins.
Queremos que você cresça conosco em um ambiente acolhedor e repleto de
oportunidades. Se identificou? Então, #VemSerMeta!",Cadastre-se gratuitamente para ver mais informações da empresa.  ,Indaiatuba , SP 
149,Analista de Dados - BI,CATAGUÁ,,Piracicaba - SP (1),https://www.catho.com.br/vagas/analista-de-dados-bi/24100757/?origem_apply=busca-de-vagas&entrada_apply=direto,"Quer construir o seu futuro junto com a Cataguá?Nosso propósito é transformar positivamente a vida das pessoas. Como fazemos isso? Entregando ambientes com excelente qualidade e localização, garantindo a melhor experiência dos clientes em todo o ciclo de relacionamento.Neste momento estamos procurando por um profissional para vaga de Analista de TI - Sistemas, com foco em Dados e BI no Departamento de TI.Ficou interessado? Vem saber mais:",Cadastre-se gratuitamente para ver mais informações da empresa.  ,Piracicaba , SP 
150,Analista De Dados De Bi,EMPREGARA,4500.5,Rio de Janeiro - RJ (1),https://www.catho.com.br/vagas/analista-de-dados-de-bi/24083612/?origem_apply=busca-de-vagas&entrada_apply=direto,"Superior completo em TI Experiência:

Experiência em projetos de business intelligence, administração e Governança de Dados, modelagem relacional e dimensional, banco de dados on-premise e conhecimento na ferramenta microstrategy. Conhecimento em SQL, data warehouse, modelagem de estrutura de dados, preferencialmente erwin. Utilização de banco de dados ms sql server, ms integration services, ms analysis services e power BI.Tipo de vaga:

Tempo integral, Efetivo CLTSalário:
R$5.000,00

R$7.000,00 por mês**Benefícios**:
Assistência médica
Assistência odontológica
Auxílio-creche
Auxílio-educação
Previdência privada
Seguro de vida
Trabalho remoto
Vale-refeição

Vale-transporteHorário de trabalho:

Turno de 8 horasPagamento adicional:
Décimo terceiro salário

Hora extraPrazo para inscrição:

12/08/2022Data de início prevista:
12/08/2022",Cadastre-se gratuitamente para ver mais informações da empresa.  ,Rio de Janeiro , RJ 
151,Analista de Dados Pleno,FRANQ,,Florianópolis - SC (1),https://www.catho.com.br/vagas/analista-de-dados-pleno/24094536/?origem_apply=busca-de-vagas&entrada_apply=direto,"Vamos buscar o extraordinário juntos? Nossos princípiosFalamos de pessoa para
pessoaBuscamos o extraordinárioDamos vida à inovaçãoNos fortalecemos com a
transparência
 Seu desafio no time:Disseminar a cultura Data Driven por meio do
tratamento de dados e construção, manutenção e disponibilização de dashboards e
indicadores.",Cadastre-se gratuitamente para ver mais informações da empresa.  ,Florianópolis , SC 
152,Analista de Dados Júnior,GEOSISTEMAS,,São José dos Campos - SP (1),https://www.catho.com.br/vagas/analista-de-dados-junior/24094851/?origem_apply=busca-de-vagas&entrada_apply=direto,"Analisar, planejar e executar a gestão do atendimento, fortalecendo o engajamento
com o negócio das indústrias foco, em sinergia com Marketing, Comercial e
Soluções, através da utilização de melhores práticas de ferramentas, processos e
gestão de pessoas, visando o aumento da qualidade percebida pelo cliente.",Cadastre-se gratuitamente para ver mais informações da empresa.  ,São José dos Campos , SP 
153,Analista de Dados BI,EMPREGARA,,Barueri - SP (1),https://www.catho.com.br/vagas/analista-de-dados-bi/24084386/?origem_apply=busca-de-vagas&entrada_apply=direto,"Responsável por coletar, analisar e transformar dados em insights acionáveis para impulsionar a tomada de decisões estratégicas. Trabalhando em colaboração com os outros membros da equipe, o analista desempenha um papel vital na extração, organização e apresentação de informações relevantes que sustentam o sucesso operacional e estratégico da empresa. , Escolaridade:

Ensino Superior Completo em Administração / Estatística / Gestão Comercial ou áreas correlatas;Conhecimento:
Conhecimento com visualização de Dados e com sistema SAP;Excel Avançado /
Ferramentas de BI.
Assistência Odontológica
Café da manhã
Desconto em produtos da marca
Estacionamento (50% de desconto)
Gympass
Seguro de Vida
Vale Refeição ou Alimentação (33,00/dia)
Vale Transporte (sem 6% de desconto)",Cadastre-se gratuitamente para ver mais informações da empresa.  ,Barueri , SP 
154,Analista de Dados - Perus,EMPREGARA,,São Paulo - SP (1),https://www.catho.com.br/vagas/analista-de-dados-perus/24092631/?origem_apply=busca-de-vagas&entrada_apply=direto,"Cód. da vaga:
983Analista de Dados - PerusPublicado há 85 dias- Acompanhamento e análise das
operações e serviço fornecedor ao cliente;- Compilação e tratamento de
dados.Aguarde, carregando os dados da vaga...",Cadastre-se gratuitamente para ver mais informações da empresa.  ,São Paulo , SP 
